user_id,TM_DayTrip_Freq,tier_status,ADT,city,travel_time_mins,age_grp,TM_gaming_trip,TM_gaming_day,TM_gaming_day_weekday,TM_gaming_day_weekend,TM_hourplayed,TM_hourplayed_TG,TM_hourplayed_ETG,TM_hourplayed_SLOT,TM_twin,TM_twin_TG,TM_twin_ETG,TM_twin_SLOT,TM_avgbet,TM_avgbet_TG,TM_avgbet_ETG,TM_avgbet_SLOT,L12M_gaming_trip,L12M_gaming_day,L12M_gaming_day_weekday,L12M_gaming_day_Fri,L12M_gaming_day_Sat,L12M_gaming_day_Sun,L12M_hourplayed,L12M_hourplayed_TG,L12M_hourplayed_ETG,L12M_hourplayed_SLOT,L12M_twin,L12M_twin_TG,L12M_twin_ETG,L12M_twin_SLOT,L12M_avgbet,L12M_avgbet_TG,L12M_avgbet_ETG,L12M_avgbet_SLOT,L12M_roomnight,L24M_gaming_trip,L24M_gaming_day,L24M_gaming_day_weekday,L24M_gaming_day_Fri,L24M_gaming_day_Sat,L24M_gaming_day_Sun,L24M_hourplayed,L24M_hourplayed_TG,L24M_hourplayed_ETG,L24M_hourplayed_SLOT,L24M_twin,L24M_twin_TG,L24M_twin_ETG,L24M_twin_SLOT,L24M_avgbet,L24M_avgbet_TG,L24M_avgbet_ETG,L24M_avgbet_SLOT,L24M_room_night,trip_twin,trip_bet,trip_gaming_day,trip_hour_played,log_ADT,twin_per_day,hours_per_day,days_per_trip,trips_per_month,pct_SLOT,pct_ETG,pct_TG,cluster_hdbscan,hdbscan_confidence,dt_transition_type,region_changed_flag,visit_compression_flag,friction_flag,TM_ADT,P_CONVERT_STAY,expected_room_margin,expected_gaming_margin,expected_total_margin,engagement_lane,expected_host_hours,expected_dollars_per_hour
A44718,7,Supreme,1736,Makati_BGC,45.0,31 - 40,2,7,6,1,34.301,3.517,0.0,22.888,252665,4025,0,232509,195,547,0,117,7,13,6,4,1,2,15,0,0,15,245275,0,0,245275,158,0,0,158,0,45,72,45,12,8,7,88.737,25.755,0.005,54.785,443110,45843,0,384175,331,817,15,74,3,126321,87,3,17,7.459914766241105,18867.30769230769,1.1538461538461535,1.8571428571428568,0.5833333333333334,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,36095.0,0.6,57.915,208.32,266.235,HOST_RECOVERY,1.0,266.235
A14647,2,Premium,1736,Manila,0.0,51 - 60,1,2,0,2,10.032,0.0,0.0,10.032,46226,0,0,46226,71,0,0,71,1,3,1,0,1,1,16,0,0,16,45889,0,0,45889,50,0,0,50,0,4,11,6,1,2,2,58.709,0.0,0.0,58.709,255381,0,0,255381,82,0,0,82,2,46219,58,2,10,7.459914766241105,15296.333333333334,5.333333333333333,3.0,0.0833333333333333,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,23113.0,0.6,57.915,208.32,266.235,HOST_RECOVERY,1.0,266.235
A37155,1,Premium,1721,QC,155.4,51 - 60,1,1,0,1,2.716,0.0,0.0,2.716,16636,0,0,16636,143,0,0,143,6,6,1,0,1,4,21,0,0,21,158363,0,0,158363,178,0,0,178,0,17,18,5,1,1,11,65.608,0.0,0.0,65.608,442562,0,0,442562,142,0,0,142,3,16636,131,1,2,7.451241684987676,26393.83333333333,3.5,1.0,0.5,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,16636.0,0.6,57.915,206.51999999999998,264.435,HOST_RECOVERY,1.0,264.435
A22731,1,Premium,1710,Makati_BGC,41.4,51 - 60,1,1,0,1,2.906,0.0,0.888,0.565,9769,0,656,4228,400,0,582,114,10,11,3,0,5,3,38,0,1,24,389199,0,1006,265341,194,0,787,154,0,20,21,6,1,9,5,67.32,0.0,2.073,47.244,672571,0,4126,479430,244,0,1752,143,2,9769,394,1,2,7.444833273892193,35381.72727272727,3.4545454545454546,1.1,0.8333333333333334,0.6817617722553244,0.0025847959527131,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,9769.0,0.6,57.915,205.20000000000002,263.115,HOST_RECOVERY,1.0,263.115
A21906,1,Premium,1706,Pasay,96.6,41 - 50,1,1,0,1,2.813,0.0,2.813,0.0,11372,0,11372,0,3895,0,3895,0,21,21,6,0,2,13,75,0,70,1,566236,0,527534,1957,6437,0,6529,29,0,35,36,8,1,3,24,122.756,0.0,116.648,1.546,868489,0,829033,2711,6038,0,6108,28,5,11372,3893,1,2,7.442492722794441,26963.61904761905,3.571428571428572,1.0,1.75,0.0034561560903934,0.931650407250687,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,11372.0,0.6,57.915,204.72,262.635,HOST_RECOVERY,1.0,262.635
A47683,2,Premium,1693,Makati_BGC,75.6,51 - 60,2,4,1,3,40.57,0.657,2.323,19.198,155326,1174,1312,87424,161,1094,526,79,5,5,3,2,0,0,21,0,0,21,90899,0,0,90899,83,0,0,83,0,8,9,7,2,0,0,31.492,0.0,0.0,31.492,109168,0,0,109168,67,0,0,67,3,77653,73,2,20,7.434847875211999,18179.8,4.2,1.0,0.4166666666666667,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,38831.5,0.6,57.915,203.16,261.075,HOST_RECOVERY,1.0,261.075
A6083,1,Supreme,1671,QC,155.4,51 - 60,2,2,2,0,5.19,0.0,0.0,5.19,29319,0,0,29319,158,0,0,158,13,15,14,0,0,1,75,0,0,75,401638,0,0,401638,153,0,0,153,0,38,49,33,3,4,9,300.826,0.0,8.237,237.521,1250319,0,33753,1047891,348,0,4431,122,3,14653,73,1,2,7.421775793644647,26775.866666666665,5.0,1.1538461538461535,1.0833333333333333,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,14659.5,0.6,57.915,200.51999999999998,258.435,HOST_RECOVERY,1.0,258.435
A50196,2,Premium,1650,Makati_BGC,82.8,51 - 60,2,2,1,1,5.424,0.0,0.0,5.424,34730,0,0,34730,133,0,0,133,10,11,4,3,3,1,55,0,1,42,369034,0,11154,273987,522,0,10086,134,0,23,26,11,5,6,4,169.279,0.0,11.034,96.654,1220161,0,122414,631462,1389,0,10655,138,1,17365,58,1,2,7.409136443920128,33548.545454545456,5.0,1.1,0.8333333333333334,0.7424437856674453,0.0302248573302188,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,17365.0,0.6,57.915,198.0,255.915,HOST_RECOVERY,1.0,255.915
A31620,1,Premium,1621,Makati_BGC,46.2,Above 60,2,3,1,2,26.668,0.818,5.175,3.536,207930,2032,56206,17744,5638,3774,10144,181,35,37,5,1,0,31,119,3,49,10,1502996,8441,738477,43286,10172,4332,12885,154,0,69,74,13,1,0,60,202.359,4.917,99.719,13.334,2496235,12299,1418240,51297,10033,3262,11988,131,2,103955,2814,1,13,7.3914152346753585,40621.51351351351,3.216216216216216,1.0571428571428572,2.9166666666666665,0.0287998105118044,0.4913366369571176,0.0056161160774878,-1,0.0,DOWNGRADED_STAYER,0,1,1,69310.0,0.6,57.915,194.51999999999998,252.43499999999997,HOST_RECOVERY,1.0,252.43499999999997
A27118,1,Premium,1585,Makati_BGC,52.2,Above 60,1,1,1,0,8.194,0.0,0.0,8.194,20222,0,0,20222,46,0,0,46,8,8,7,1,0,0,53,0,0,53,169104,0,0,169104,60,0,0,60,0,22,25,22,2,1,0,187.204,0.0,0.0,187.204,550491,0,0,550491,53,0,0,53,3,20222,44,1,8,7.368970402194793,21138.0,6.625,1.0,0.6666666666666666,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,20222.0,0.6,57.915,190.20000000000002,248.115,HOST_RECOVERY,1.0,248.115
A36801,2,Premium,1582,Makati_BGC,57.6,41 - 50,1,2,0,2,14.592,0.0,2.814,4.482,64035,0,6576,25442,863,0,2109,82,7,14,5,4,3,2,136,0,24,44,605452,0,119804,186115,1780,0,4903,86,0,16,41,17,7,8,9,339.605,0.0,34.725,171.865,1044645,0,150480,451879,888,0,4186,59,2,64035,860,2,14,7.367077059881012,43246.57142857143,9.714285714285714,2.0,0.5833333333333334,0.3073984395129589,0.1978753063826694,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,32017.5,0.6,57.915,189.84,247.755,HOST_RECOVERY,1.0,247.755
A10582,1,Elite,1579,Mandaluyong_Pasig,182.4,51 - 60,1,1,1,0,4.42,0.0,0.0,4.42,54896,0,0,54896,164,0,0,164,6,7,2,0,1,4,13,0,0,13,154461,0,0,154461,173,0,0,173,0,8,10,4,1,1,4,26.525,0.444,0.0,21.906,368409,1386,0,323672,362,437,0,327,1,54894,160,1,4,7.365180126021013,22065.85714285714,1.8571428571428568,1.1666666666666667,0.5,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,0,0,54896.0,0.6,57.915,189.48000000000002,247.395,HOST_RECOVERY,1.0,247.395
A49777,1,Premium,1578,Makati_BGC,51.0,41 - 50,1,1,0,1,1.643,0.0,1.643,0.0,19523,0,19523,0,9637,0,9637,0,29,36,24,4,8,0,138,5,63,17,1292062,11602,620189,159597,6130,522,8648,163,0,51,61,37,11,11,2,194.004,5.091,107.925,18.9,1665879,11602,940381,170496,5952,522,7633,158,2,19523,9637,1,1,7.364547014255642,35890.61111111111,3.8333333333333335,1.2413793103448276,2.4166666666666665,0.1235211622971653,0.4799994117929325,0.0089794452588188,-1,0.0,DOWNGRADED_STAYER,0,1,1,19523.0,0.6,57.915,189.36,247.275,HOST_RECOVERY,1.0,247.275
A52176,16,Maharlika,1572,Makati_BGC,57.6,51 - 60,5,16,12,4,45.334,0.0,0.0,45.334,319054,0,0,319054,117,0,0,117,65,255,167,38,41,9,770,0,0,766,5591255,0,117,5566877,112,0,2041,112,0,115,539,348,79,82,30,1772.473,0.979,0.354,1736.758,13604512,2334,1516,13288546,137,1094,3672,133,10,63802,15,3,9,7.360739903058278,21926.49019607843,3.019607843137255,3.923076923076923,5.416666666666667,0.9956399770713372,2.09255346071678e-05,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,19940.875,0.6,57.915,188.64,246.55499999999998,HOST_RECOVERY,1.0,246.55499999999998
A45881,1,Premium,1567,Ortigas,0.0,51 - 60,1,1,1,0,2.019,0.0,2.019,0.0,3645,0,3645,0,1648,0,1648,0,6,8,2,3,2,1,96,0,53,6,354491,0,197209,16202,3054,0,3375,59,0,9,14,8,3,2,1,161.444,0.0,79.851,19.43,606671,0,297840,74925,2651,0,3295,90,7,3645,1648,1,2,7.357556200910353,44311.375,12.0,1.3333333333333333,0.5,0.0457049685323463,0.5563159572457411,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,3645.0,0.6,57.915,188.04,245.95499999999998,HOST_RECOVERY,1.0,245.95499999999998
A30908,2,Premium,1564,Makati_BGC,67.8,51 - 60,2,2,1,1,3.351,0.0,3.351,0.0,46423,0,46423,0,13631,0,13631,0,20,21,7,0,5,9,35,0,31,0,429906,0,383789,87,11138,0,11235,131,0,40,44,13,3,8,20,80.123,0.314,73.796,0.046,1166164,1180,1103706,87,12610,1933,12941,131,2,23211,6809,1,1,7.355641102974253,20471.714285714286,1.6666666666666667,1.05,1.6666666666666667,0.0002023698203793,0.8927277125697245,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,23211.5,0.6,57.915,187.68,245.595,HOST_RECOVERY,1.0,245.595
A27443,3,Elite,1554,Pasay,96.6,Above 60,2,3,0,3,9.903,0.0,9.903,0.0,72652,0,72652,0,6652,0,6652,0,6,6,0,1,1,4,15,0,12,0,138769,0,124688,319,8266,0,8892,18,0,11,13,2,2,2,7,56.756,0.0,38.096,1.342,365371,0,280505,1908,5769,0,6526,30,1,36319,3324,1,4,7.349230824613334,23128.166666666668,2.5,1.0,0.5,0.0022987843106169,0.8985292104144298,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,24217.333333333332,0.6,57.915,186.48000000000002,244.395,HOST_RECOVERY,1.0,244.395
A32902,3,Premium,1539,QC,84.0,41 - 50,2,3,2,1,3.059,0.654,2.405,0.0,35345,1184,34161,0,8656,1380,10635,0,8,10,6,4,0,0,29,9,9,0,353887,65547,158645,0,10397,5880,15057,0,0,10,12,6,6,0,0,30.419,9.146,10.182,0.0,358509,66014,162800,0,10115,5686,14224,0,2,17671,4316,1,1,7.339537695407674,35388.7,2.9,1.25,0.6666666666666666,0.0,0.4482928166335582,0.1852201408924317,-1,0.0,DOWNGRADED_STAYER,0,0,0,11781.666666666666,0.6,57.915,184.68,242.595,HOST_RECOVERY,1.0,242.595
A3020,2,Elite,1536,Makati_BGC,51.0,51 - 60,2,2,1,1,8.751,0.0,0.0,8.751,40428,0,0,40428,62,0,0,62,6,6,4,0,0,2,26,0,0,26,109137,0,0,109137,56,0,0,56,0,17,21,11,2,1,7,73.117,0.0,0.0,73.117,246220,0,0,246220,49,0,0,49,1,20208,29,1,4,7.337587743538596,18189.5,4.333333333333333,1.0,0.5,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,20214.0,0.6,57.915,184.32,242.23499999999999,HOST_RECOVERY,1.0,242.23499999999999
A5180,1,Premium,1527,Makati_BGC,57.6,Above 60,1,1,0,1,3.53,0.0,0.0,3.53,14522,0,0,14522,59,0,0,59,12,13,3,0,6,4,45,0,0,43,191144,0,44,180821,54,0,800,52,0,47,51,12,5,20,14,212.369,0.0,0.713,186.357,866154,0,2347,766441,69,0,2933,50,4,14522,58,1,3,7.331714969726466,14703.384615384615,3.4615384615384617,1.0833333333333333,1.0,0.9459935964508434,0.0002301929435399,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,14522.0,0.6,57.915,183.24,241.155,HOST_RECOVERY,1.0,241.155
A38391,1,Supreme,1522,Makati_BGC,57.6,51 - 60,1,1,1,0,6.972,0.0,3.274,0.212,51672,0,25398,437,6305,0,6712,51,8,8,6,2,0,0,37,0,21,1,315234,0,180253,3091,7205,0,7552,80,0,30,34,22,7,3,2,179.518,0.0,91.127,4.922,2188341,0,1167158,15316,9917,0,10573,64,2,51672,6299,1,6,7.328437352895162,39404.25,4.625,1.0,0.6666666666666666,0.0098054143905796,0.5718069751359308,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,51672.0,0.6,57.915,182.64,240.55499999999998,HOST_RECOVERY,1.0,240.55499999999998
A2607,3,Supreme,1509,QC,240.6,51 - 60,3,3,1,2,10.775,0.0,0.0,10.775,51427,0,0,51427,120,0,0,120,38,46,22,3,13,8,172,0,0,172,949494,0,0,949494,139,0,0,139,0,95,115,57,6,19,33,454.161,0.0,0.0,454.161,2234407,0,0,2234407,118,0,0,118,6,17132,29,1,3,7.31986492980897,20641.17391304348,3.739130434782609,1.2105263157894737,3.1666666666666665,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,17142.333333333332,0.6,57.915,181.08,238.995,HOST_RECOVERY,1.0,238.995
A18377,4,Elite,1506,Pasay,96.6,41 - 50,2,4,2,2,54.857,1.286,8.457,12.133,270200,1819,33374,73337,1350,1094,3533,113,2,3,1,1,0,1,20,0,0,11,25034,0,0,13414,31,1094,0,29,0,6,9,4,1,2,2,37.976,0.003,1.787,21.842,86366,0,2012,52777,103,1094,971,45,2,135098,671,2,27,7.317876198626496,8344.666666666666,6.666666666666667,1.5,0.1666666666666666,0.535831269473516,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,67550.0,0.6,57.915,180.72000000000003,238.63500000000002,HOST_RECOVERY,1.0,238.63500000000002
A31563,3,Supreme,1463,Makati_BGC,57.6,51 - 60,3,3,2,1,2.4,0.0,0.079,1.266,9142,0,335,4739,254,0,3076,56,30,31,22,7,2,0,54,1,2,30,292622,1152,10498,165371,480,3281,5389,79,0,72,78,50,16,6,6,172.46,4.198,8.502,89.042,964221,8825,80248,474284,1094,3759,7886,77,1,3047,73,1,0,7.288927694521257,9439.41935483871,1.7419354838709675,1.0333333333333334,2.5,0.5651352256494727,0.0358756347779729,0.0039368195145956,-1,0.0,DOWNGRADED_STAYER,0,1,1,3047.3333333333335,0.6,57.915,175.56,233.475,HOST_RECOVERY,1.0,233.475
A14266,2,Supreme,1444,Makati_BGC,57.6,41 - 50,2,2,0,2,10.058,2.201,4.307,0.0,32225,5651,16475,0,1435,1094,1789,0,45,63,29,8,11,15,344,54,172,0,1827844,164905,1072038,0,2940,1720,3337,0,0,83,119,53,17,20,29,532.631,242.056,172.508,0.0,2424367,759965,1072082,0,2480,1663,3336,0,6,16111,714,1,5,7.275864600546533,29013.396825396827,5.4603174603174605,1.4,3.75,0.0,0.5865040999122464,0.0902183118471817,-1,0.0,DOWNGRADED_STAYER,0,1,1,16112.5,0.6,57.915,173.28,231.195,HOST_RECOVERY,1.0,231.195
A31039,6,Premium,1431,QC,184.8,Above 60,2,6,3,3,41.68,0.0,41.68,0.0,165512,0,165512,0,3307,0,3307,0,7,7,4,0,1,2,31,0,31,0,88836,0,88836,0,2535,0,2535,0,0,19,19,11,1,1,6,81.938,0.0,81.938,0.0,240176,0,240176,0,2732,0,2732,0,1,82756,1648,3,20,7.266827347520591,12690.857142857143,4.428571428571429,1.0,0.5833333333333334,0.0,1.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,27585.333333333332,0.6,57.915,171.72000000000003,229.63500000000002,HOST_RECOVERY,1.0,229.63500000000002
A5802,5,Supreme,1430,Makati_BGC,52.2,51 - 60,5,5,2,3,60.715,12.582,14.765,0.051,150360,16300,50155,101,2310,2056,2461,128,14,16,1,1,12,2,138,22,39,2,417777,37558,155627,3397,2580,2686,2747,89,0,32,42,5,5,25,7,441.976,79.049,125.4,2.618,1451811,146734,540772,4702,2652,1432,3564,98,8,30064,452,1,12,7.266128779556451,26111.0625,8.625,1.1428571428571428,1.1666666666666667,0.0081311321590226,0.3725121296768371,0.0898996354514489,-1,0.0,DOWNGRADED_STAYER,0,1,1,30072.0,0.6,57.915,171.60000000000002,229.51500000000001,HOST_RECOVERY,1.0,229.51500000000001
A1589,5,Supreme,1428,Makati_BGC,57.6,51 - 60,5,5,3,2,33.844,0.0,4.881,12.041,200018,0,30399,69610,1762,0,5987,50,57,59,30,27,2,0,486,0,34,211,1821290,0,213101,705235,819,0,5552,51,0,134,136,81,51,3,1,1155.676,0.0,111.54,468.272,4402757,0,702960,1506110,1079,0,5377,51,1,39993,350,1,6,7.264730177929867,30869.322033898305,8.23728813559322,1.0350877192982455,4.75,0.387217302022193,0.1170055290480922,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,40003.6,0.6,57.915,171.36,229.275,HOST_RECOVERY,1.0,229.275
A21237,2,Supreme,1414,QC,202.8,41 - 50,2,2,1,1,14.472,0.0,0.0,14.472,61469,0,0,61469,78,0,0,78,23,32,11,4,8,9,148,0,4,108,896626,0,30239,635921,490,0,6592,102,0,61,90,42,11,19,18,519.261,5.297,7.798,367.614,2638621,13183,51890,1832939,310,1399,6219,90,5,30735,29,1,7,7.254884810077338,28019.5625,4.625,1.391304347826087,1.9166666666666667,0.7092377423808812,0.0337253213714525,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,30734.5,0.6,57.915,169.68,227.595,HOST_RECOVERY,1.0,227.595
A34329,1,Premium,1412,Makati_BGC,50.4,Above 60,1,1,0,1,4.925,0.0,0.0,4.925,14318,0,0,14318,79,0,0,79,20,20,6,2,10,2,133,0,0,133,395902,0,0,395902,63,0,0,63,0,48,49,27,5,14,3,294.225,0.0,0.0,294.225,834949,0,0,834949,65,0,0,65,2,14318,73,1,4,7.253470382684528,19795.1,6.65,1.0,1.6666666666666667,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,14318.0,0.6,57.915,169.44,227.355,HOST_RECOVERY,1.0,227.355
A50404,1,Prime,1408,Ortigas,0.0,21 - 30,1,1,1,0,16.4,0.0,2.819,5.381,41052,0,13180,7346,1466,0,4195,36,1,1,1,0,0,0,2,0,0,2,1796,0,0,1796,22,0,0,22,0,2,3,3,0,0,0,4.323,0.0,0.0,4.323,5715,0,0,5715,37,0,0,37,1,41043,1458,1,16,7.25063551189868,1796.0,2.0,1.0,0.0833333333333333,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,41052.0,0.6,57.915,168.96,226.875,HOST_RECOVERY,1.0,226.875
A33678,6,Supreme,1397,Makati_BGC,45.0,51 - 60,3,6,2,4,4.384,0.0,4.384,0.0,70013,0,70013,0,12959,0,12959,0,55,78,37,8,21,12,92,2,87,0,1649211,10115,1603363,0,14870,6069,15239,29,0,89,129,60,16,32,21,166.579,8.204,143.264,0.052,2958198,20675,2769821,0,14783,2680,16073,29,3,23328,4316,2,1,7.242797922793756,21143.73076923077,1.1794871794871795,1.4181818181818182,4.583333333333333,0.0,0.9722000398978664,0.0061332358321645,-1,0.0,DOWNGRADED_STAYER,0,1,1,11668.833333333334,0.6,57.915,167.64,225.55499999999998,HOST_RECOVERY,1.0,225.55499999999998
A5332,2,Premium,1390,Manila,0.0,Above 60,1,2,0,2,25.504,2.372,0.0,10.38,78374,3621,0,35566,182,696,0,65,4,10,0,3,4,3,94,5,0,51,271179,7297,0,150572,122,736,0,54,0,7,18,2,5,7,4,150.767,8.279,0.073,85.825,378318,13893,117,211765,131,773,1458,48,2,78368,175,2,25,7.237778191923443,27117.9,9.4,2.5,0.3333333333333333,0.5552494846577353,0.0,0.0269084257999328,-1,0.0,DOWNGRADED_STAYER,0,1,1,39187.0,0.6,57.915,166.8,224.715,HOST_RECOVERY,1.0,224.715
A13440,1,Premium,1387,Makati_BGC,57.6,41 - 50,1,1,1,0,1.818,0.0,1.818,0.0,18181,0,18181,0,8509,0,8509,0,32,38,23,5,1,9,66,0,57,2,829223,0,759647,4476,11154,0,11890,75,0,50,57,37,8,1,11,98.69,0.2,87.305,1.884,1254085,219,1154269,4476,11218,219,11733,75,2,18181,8500,1,1,7.23561914106675,21821.657894736843,1.736842105263158,1.1875,2.6666666666666665,0.0053978242282232,0.916094946715178,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,18181.0,0.6,57.915,166.44,224.355,HOST_RECOVERY,1.0,224.355
A4,5,Maharlika,1378,Makati_BGC,43.8,Above 60,3,5,3,2,6.182,0.0,6.182,0.0,44279,0,44279,0,6332,0,6332,0,40,53,16,4,17,16,61,0,57,1,368787,0,360534,2377,4882,0,5138,44,0,92,135,40,9,44,42,174.51,0.896,162.712,1.743,1202255,4829,1146119,3295,5331,10935,5458,44,2,14755,2100,1,2,7.229113877793302,6958.245283018868,1.150943396226415,1.325,3.333333333333333,0.0064454549645188,0.9776212285140204,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,8855.8,0.6,57.915,165.36,223.275,HOST_RECOVERY,1.0,223.275
A550,4,Premium,1375,Pasay,276.6,41 - 50,1,4,4,0,11.894,0.0,0.315,8.882,133511,0,3485,95757,902,0,14001,167,2,4,2,0,1,1,2,0,0,2,3017,0,0,3017,24,0,0,24,0,7,11,7,1,2,1,19.377,0.0,1.92,15.247,59452,0,27338,26040,1776,0,14918,33,1,133509,889,4,11,7.226936018493289,754.25,0.5,2.0,0.1666666666666666,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,33377.75,0.6,57.915,165.0,222.915,HOST_RECOVERY,1.0,222.915
A2677,2,Supreme,1373,Makati_BGC,48.6,51 - 60,2,2,1,1,16.482,7.913,0.328,0.0,84681,39570,2770,0,8005,8056,6768,0,28,29,6,1,6,16,121,96,1,0,642543,537065,9215,190,8389,8973,6537,117,0,44,45,12,1,12,20,217.167,153.537,5.644,0.123,988250,718277,46102,190,7366,7842,6910,117,5,42340,3995,1,8,7.2254814727822945,22156.655172413797,4.172413793103448,1.0357142857142858,2.333333333333333,0.0002957000543154,0.0143414526342984,0.8358428930048262,-1,0.0,DOWNGRADED_STAYER,0,1,1,42340.5,0.6,57.915,164.76,222.67499999999998,HOST_RECOVERY,1.0,222.67499999999998
A51280,5,Premium,1370,QC,155.4,31 - 40,3,5,3,2,50.004,20.122,5.018,1.657,170854,34399,51161,2314,2851,1898,7722,36,16,28,23,1,0,4,222,108,64,0,673255,255811,292416,0,2141,2632,1678,0,0,21,38,31,2,0,5,244.771,131.057,64.253,0.0,710427,292983,292416,0,2077,2425,1678,0,5,56949,948,1,16,7.223295679562314,24044.821428571428,7.928571428571429,1.75,1.3333333333333333,0.0,0.4343317168086386,0.3799615301780157,-1,0.0,DOWNGRADED_STAYER,0,0,0,34170.8,0.6,57.915,164.4,222.315,HOST_RECOVERY,1.0,222.315
A47232,1,Elite,1370,QC,84.0,41 - 50,1,1,0,1,5.786,0.0,5.786,0.0,19975,0,19975,0,2928,0,2928,0,2,2,0,0,0,2,5,0,5,0,8850,0,8850,0,1386,0,1386,0,0,6,6,1,0,0,5,29.845,0.145,26.912,0.0,43149,419,41480,0,1209,437,1310,0,2,19975,2916,1,5,7.223295679562314,4425.0,2.5,1.0,0.1666666666666666,0.0,1.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,19975.0,0.6,57.915,164.4,222.315,HOST_RECOVERY,1.0,222.315
A9779,2,Supreme,1370,Makati_BGC,75.6,41 - 50,2,2,1,1,1.973,0.0,1.973,0.0,18662,0,18662,0,7884,0,7884,0,54,63,53,10,0,0,127,0,127,0,1265952,0,1265952,0,9200,0,9200,0,0,83,99,85,14,0,0,214.607,0.0,214.607,0.0,1762328,0,1762328,0,7819,0,7819,0,4,9331,3937,1,0,7.223295679562314,20094.47619047619,2.015873015873016,1.1666666666666667,4.5,0.0,1.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,9331.0,0.6,57.915,164.4,222.315,HOST_RECOVERY,1.0,222.315
A40150,1,Supreme,1370,Makati_BGC,75.6,41 - 50,1,1,1,0,0.612,0.0,0.612,0.0,4126,0,4126,0,4947,0,4947,0,20,22,6,6,5,5,69,0,65,1,487497,0,421012,26681,5244,0,5385,506,0,47,61,22,9,12,18,190.328,0.0,175.34,4.306,1509453,0,1353505,54558,6146,0,6430,274,2,4126,4943,1,0,7.223295679562314,22158.954545454544,3.136363636363636,1.1,1.6666666666666667,0.0547305932139069,0.8636196735569655,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,4126.0,0.6,57.915,164.4,222.315,HOST_RECOVERY,1.0,222.315
A9743,1,Premium,1368,Makati_BGC,57.6,Above 60,1,1,0,1,0.592,0.0,0.592,0.0,7057,0,7057,0,9589,0,9589,0,5,5,2,3,0,0,6,0,6,0,78207,0,78207,0,11137,0,11137,0,0,23,24,11,7,4,2,39.377,1.214,32.528,1.515,430455,1806,415049,2012,9720,3026,11264,35,4,7057,9579,1,0,7.221835825288449,15641.4,1.2,1.0,0.4166666666666667,0.0,1.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,7057.0,0.6,57.915,164.16,222.075,HOST_RECOVERY,1.0,222.075
A31492,1,Premium,1365,Mandaluyong_Pasig,49.8,31 - 40,1,1,1,0,0.941,0.0,0.0,0.941,8232,0,0,8232,223,0,0,223,16,17,15,1,1,0,33,0,0,33,354460,0,0,354460,224,0,0,224,0,34,36,32,3,1,0,75.958,0.0,0.0,75.958,760518,0,0,760518,209,0,0,209,1,8223,219,1,0,7.219642040130735,20850.58823529412,1.9411764705882355,1.0625,1.3333333333333333,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,8232.0,0.6,57.915,163.8,221.715,HOST_RECOVERY,1.0,221.715
