user_id,TM_DayTrip_Freq,tier_status,ADT,city,travel_time_mins,age_grp,TM_gaming_trip,TM_gaming_day,TM_gaming_day_weekday,TM_gaming_day_weekend,TM_hourplayed,TM_hourplayed_TG,TM_hourplayed_ETG,TM_hourplayed_SLOT,TM_twin,TM_twin_TG,TM_twin_ETG,TM_twin_SLOT,TM_avgbet,TM_avgbet_TG,TM_avgbet_ETG,TM_avgbet_SLOT,L12M_gaming_trip,L12M_gaming_day,L12M_gaming_day_weekday,L12M_gaming_day_Fri,L12M_gaming_day_Sat,L12M_gaming_day_Sun,L12M_hourplayed,L12M_hourplayed_TG,L12M_hourplayed_ETG,L12M_hourplayed_SLOT,L12M_twin,L12M_twin_TG,L12M_twin_ETG,L12M_twin_SLOT,L12M_avgbet,L12M_avgbet_TG,L12M_avgbet_ETG,L12M_avgbet_SLOT,L12M_roomnight,L24M_gaming_trip,L24M_gaming_day,L24M_gaming_day_weekday,L24M_gaming_day_Fri,L24M_gaming_day_Sat,L24M_gaming_day_Sun,L24M_hourplayed,L24M_hourplayed_TG,L24M_hourplayed_ETG,L24M_hourplayed_SLOT,L24M_twin,L24M_twin_TG,L24M_twin_ETG,L24M_twin_SLOT,L24M_avgbet,L24M_avgbet_TG,L24M_avgbet_ETG,L24M_avgbet_SLOT,L24M_room_night,trip_twin,trip_bet,trip_gaming_day,trip_hour_played,dest_active_flag,log_ADT,log_avg_bet,twin_per_day,hours_per_day,days_per_trip,trips_per_month,hours_per_trip,pct_ETG,pct_SLOT,pct_TG,pct_weekday,pct_weekend,cluster_hdbscan,is_noise,hdbscan_confidence,cluster_fuzzy,fuzzy_confidence,umap_x,umap_y,ADT_old,ADT_recent,gaming_day_old,gaming_day_recent,hourplayed_old,hourplayed_recent,roomnight_old,roomnight_recent,migration_label,delta_ADT,delta_twin,delta_gaming_days,delta_hours,delta_roomnight,adt_ratio,persona_id,margin_tier,P_DOWNGRADE,P_STABLE,P_UPGRADE,pms_raw,pms_score,pms_bucket,pms_action_eligible,queue_score,host_lane
A46067,1,Elite,410,QC,155.4,51 - 60,2,3,1,2,6.96,0.0,0.0,6.96,9606,0,0,9606,33,0,0,33,11,19,5,0,5,9,79,0,0,72,123645,0,15,114603,43,0,188,43,9,14,25,5,0,8,12,93.479,0.331,0.337,80.545,139574,569,29,123574,48,1094,200,41,9,4797,15,1,3,1,6.018593214496234,3.784189633918261,6507.631578947368,4.157894736842105,1.7272727272727273,0.9166666666666666,7.181818181818182,0.0001213150551983,0.9268712847264344,0.0,0.2631578947368421,0.7368421052631579,0,0,0.7628740453051749,3.0,0.1672352831260429,6.8026915,0.8589358,2654.8333333333335,6507.631578947368,6,19,14.479,79,0,9,UPGRADE,3852.798245614035,107716,13,64.521,9,2.451239216126826,0,HIGH,2.9140729456641846e-31,0.013815870970621542,0.9861841290293786,1.1341117483837853,96.59942363112391,HIGH,True,58.25550941738315,GROWTH
A54205,2,Elite,75,Pasay,96.6,21 - 30,2,2,1,1,1.93,0.0,0.0,1.93,2795,0,0,2795,25,0,0,25,12,12,7,3,2,0,10,0,0,10,13641,0,0,13641,25,0,0,25,10,13,13,8,3,2,0,9.991,0.0,0.0,9.991,13964,0,0,13964,25,0,0,25,10,1385,0,1,0,1,4.330733340286331,3.258096538021482,1136.75,0.8333333333333334,1.0,1.0,0.8333333333333334,0.0,1.0,0.0,0.5833333333333334,0.4166666666666667,0,0,0.8632055685104696,1.0,0.1669249242061358,10.113589,-1.0208954,323.0,1136.75,1,12,-0.009000000000000341,10,0,10,UPGRADE,813.75,13318,11,10.009,10,3.5193498452012384,0,HIGH,2.536117776067495e-49,0.01388874942282257,0.9861112505771775,1.1340279381637541,96.54178674351584,HIGH,True,58.22090542128266,GROWTH
A41332,2,Premium,390,QC,258.0,51 - 60,2,2,0,2,6.002,0.0,0.0,6.002,8094,0,0,8094,27,0,0,27,20,29,1,3,7,18,113,0,0,113,170578,0,0,170578,28,0,0,28,6,31,50,3,5,14,28,146.842,0.644,0.0,144.709,217577,1889,0,212894,31,437,0,28,22,4039,0,1,3,1,5.968707559985366,3.367295829986474,5882.0,3.896551724137931,1.45,1.6666666666666667,5.65,0.0,1.0,0.0,0.0344827586206896,0.9655172413793104,0,0,0.7699821364632812,3.0,0.167086861101847,7.047463,0.9002345,2238.0476190476193,5882.0,21,29,33.84200000000001,113,16,6,UPGRADE,3643.9523809523807,123579,8,79.15799999999999,-10,2.6281835783740077,0,HIGH,2.3883515760707907e-34,0.015237340547339752,0.9847626594526602,1.132477058370559,96.48414985590779,HIGH,True,58.18591871138047,GROWTH
A26661,1,Premium,607,Makati_BGC,57.6,41 - 50,1,1,1,0,3.165,0.0,0.0,3.165,5464,0,0,5464,38,0,0,38,28,43,12,5,12,14,116,0,0,114,369892,0,29,363331,64,0,365,64,10,38,55,16,6,14,19,137.07,0.0,0.085,134.419,426662,0,29,419930,61,0,334,61,10,5453,29,1,3,1,6.410174881966167,4.174387269895637,8602.139534883721,2.697674418604651,1.5357142857142858,2.333333333333333,4.142857142857143,7.8401263071383e-05,0.9822623901030572,0.0,0.2790697674418604,0.7209302325581395,0,0,0.7979649064670553,3.0,0.1672632879180663,7.4887,1.4364551,4730.833333333333,8602.139534883721,12,43,21.069999999999993,116,0,10,UPGRADE,3871.3062015503883,313122,31,94.93,10,1.8183137998697316,0,HIGH,4.8017109974917734e-20,0.016336627002041883,0.9836633729979581,1.1312128789476519,96.42651296829972,HIGH,True,58.151006792879215,GROWTH
A39816,1,Elite,137,Makati_BGC,57.6,51 - 60,1,1,0,1,1.547,0.0,0.0,1.547,2291,0,0,2291,29,0,0,29,15,17,7,4,5,1,27,0,0,20,47379,0,117,33447,47,0,166,37,2,24,26,9,5,10,2,33.732,0.0,0.482,27.297,55212,0,117,41281,44,0,166,36,2,2289,15,1,1,1,4.927253685157205,3.871201010907891,2787.0,1.588235294117647,1.1333333333333333,1.25,1.8,0.0024694484898372,0.7059456721332236,0.0,0.4117647058823529,0.5882352941176471,0,0,0.8193728624763704,3.0,0.1671229305883408,9.803989,0.13588823,870.3333333333334,2787.0,9,17,6.731999999999999,27,0,2,UPGRADE,1916.6666666666665,39546,8,20.268,2,3.2022213711221754,0,HIGH,6.099831134204098e-44,0.01720107426855834,0.9827989257314417,1.1302187645911579,96.36887608069165,HIGH,True,58.116165326134414,GROWTH
A18729,2,Premium,623,Makati_BGC,45.0,51 - 60,2,2,0,2,2.979,0.0,0.0,2.979,7977,0,0,7977,43,0,0,43,24,28,6,2,3,17,112,0,0,112,281445,0,0,281445,43,0,0,43,9,33,37,7,2,4,24,137.002,0.0,0.0,137.002,328644,0,0,328644,41,0,0,41,9,3980,15,1,1,1,6.436150368369428,3.784189633918261,10051.607142857143,4.0,1.1666666666666667,2.0,4.666666666666667,0.0,1.0,0.0,0.2142857142857142,0.7857142857142857,0,0,0.8741295683781234,3.0,0.1671514071650806,6.8857613,1.7229686,5244.333333333333,10051.607142857143,9,28,25.00200000000001,112,0,9,UPGRADE,4807.27380952381,234246,19,86.99799999999999,9,1.9166606132696518,0,HIGH,5.320523153651722e-22,0.01722036897318262,0.9827796310268174,1.1301965756808399,96.31123919308358,HIGH,True,58.08157740515819,GROWTH
A1395,1,Elite,217,Makati_BGC,52.2,51 - 60,1,1,1,0,8.005,0.0,0.0,8.005,11484,0,0,11484,28,0,0,28,14,19,9,3,6,1,47,0,0,41,51301,0,44,48661,26,0,156,26,3,22,28,10,5,11,2,55.767,0.0,0.304,49.874,59258,0,44,56617,25,0,156,25,18,11474,15,1,8,1,5.384495062789089,3.295836866004329,2700.0526315789475,2.473684210526316,1.3571428571428572,1.1666666666666667,3.357142857142857,0.0008576830860996,0.9485390148340188,0.0,0.4736842105263157,0.5263157894736842,0,0,0.9974208858179956,3.0,0.1672714933039165,8.764332,-0.26926568,884.1111111111111,2700.0526315789475,9,19,8.767000000000003,47,15,3,UPGRADE,1815.9415204678364,43344,10,38.233,-12,3.053974322509806,0,HIGH,2.538514767350023e-41,0.01750848104589246,0.9824915189541077,1.1298652467972237,96.25360230547551,HIGH,True,58.04690883897154,GROWTH
A11945,5,Elite,109,Makati_BGC,57.6,41 - 50,3,5,1,4,1.907,0.0,0.0,1.907,2773,0,0,2773,28,0,0,28,29,37,15,3,5,14,42,0,0,36,72628,0,175,65571,42,0,347,38,42,41,53,22,4,9,18,56.601,0.0,6.427,40.142,83820,0,3805,69609,98,0,471,37,63,919,0,1,0,1,4.700480365792417,3.7612001156935615,1962.918918918919,1.135135135135135,1.2758620689655171,2.4166666666666665,1.4482758620689655,0.0024095390207633,0.9028336178884176,0.0,0.4054054054054054,0.5945945945945946,0,0,0.8720622887959759,3.0,0.1670529224472596,9.946383,-0.059309784,699.5,1962.918918918919,16,37,14.600999999999999,42,21,42,UPGRADE,1263.418918918919,61436,21,27.399,21,2.8061742943801558,0,HIGH,9.549316098319582e-37,0.018104827180338113,0.9818951728196619,1.129179448742611,96.19596541786744,HIGH,True,58.01214780256636,GROWTH
A27425,1,Elite,124,Makati_BGC,51.0,31 - 40,2,3,2,1,3.669,0.0,0.0,3.669,6085,0,0,6085,53,0,0,53,14,19,6,1,7,5,24,0,0,23,43941,0,131,42967,48,0,335,40,28,20,26,7,1,10,8,28.859,0.0,0.328,27.802,49178,0,131,48204,44,0,335,37,29,3033,15,1,1,1,4.8283137373023015,3.8918202981106265,2312.684210526316,1.263157894736842,1.3571428571428572,1.1666666666666667,1.7142857142857142,0.0029812703397737,0.977833913656949,0.0,0.3157894736842105,0.6842105263157895,0,0,1.0,3.0,0.1670859636314259,9.565692,-0.15231648,748.1428571428571,2312.684210526316,7,19,4.859000000000002,24,1,28,UPGRADE,1564.5413533834587,38704,12,19.141,27,3.091233430147835,0,HIGH,7.474951617774959e-42,0.018348918128450707,0.9816510818715493,1.1288987441522815,96.13832853025937,HIGH,True,57.977492442717086,GROWTH
A14827,12,Premium,701,Makati_BGC,48.6,41 - 50,6,13,10,3,25.93,0.0,0.0,25.93,92000,0,0,92000,58,0,0,58,22,31,16,4,4,7,99,2,0,89,382831,5134,0,355723,107,1094,0,58,12,34,50,23,7,9,11,135.42,4.769,0.0,115.315,501179,9092,0,448099,124,1122,0,55,16,15324,0,2,4,1,6.553933404025811,4.68213122712422,12349.387096774191,3.193548387096774,1.4090909090909092,1.8333333333333333,4.5,0.0,0.9291906872745416,0.0134106172175189,0.5161290322580645,0.4838709677419355,0,0,0.7941617357053617,3.0,0.1672409889063332,7.37698,2.1309056,6228.8421052631575,12349.387096774193,19,31,36.41999999999999,99,4,12,UPGRADE,6120.544991511036,264483,12,62.58000000000001,8,1.9826136042747633,0,HIGH,1.939875377374266e-23,0.01839525924774028,0.9816047407522597,1.1288454518650985,96.08069164265129,HIGH,True,57.94289640781645,GROWTH
A41596,2,Premium,576,Makati_BGC,75.6,31 - 40,2,2,2,0,6.588,0.0,0.0,6.588,14667,0,0,14667,43,0,0,43,14,20,11,2,4,3,70,0,0,70,162080,0,0,162080,36,0,0,36,2,24,33,22,2,4,5,100.967,0.0,0.026,99.385,205805,0,15,202816,33,0,306,33,2,7334,15,1,3,1,6.3578422665081,3.610917912644224,8104.0,3.5,1.4285714285714286,1.1666666666666667,5.0,0.0,1.0,0.0,0.55,0.45,0,0,0.831766476385887,3.0,0.1672915052077499,7.3579736,1.0301528,3363.4615384615386,8104.0,13,20,30.967,70,0,2,UPGRADE,4740.538461538461,118355,7,39.033,2,2.4094225271583762,0,HIGH,1.321790321592065e-30,0.019381825271470313,0.9806181747285297,1.127710900937809,96.02305475504322,HIGH,True,57.908018305444486,GROWTH
A41313,1,Prime,105,Makati_BGC,81.6,51 - 60,1,1,1,0,0.252,0.252,0.0,0.0,509,509,0,0,547,547,0,0,20,21,11,2,3,5,17,17,0,0,33267,33213,0,27,449,454,15,36,1,24,25,14,2,4,5,18.388,17.126,0.336,0.444,33548,33213,73,153,433,454,248,25,1,496,539,1,0,1,4.663439094112067,6.1092475827643655,1584.142857142857,0.8095238095238095,1.05,1.6666666666666667,0.85,0.0,0.000811615114077,0.998376769771846,0.5238095238095238,0.4761904761904761,1,0,0.8508637734073228,2.0,0.1669735598616236,15.549106,5.6813965,70.25,1584.142857142857,4,21,1.3880000000000017,17,0,1,UPGRADE,1513.892857142857,32986,17,15.611999999999998,1,22.55007625826131,1,MEDIUM,0.0,2.6716396676615757e-17,1.0,1.0,99.86788021139165,HIGH,True,60.220728126834985,GROWTH
A19302,1,Elite,62,Makati_BGC,52.2,51 - 60,1,1,1,0,0.063,0.0,0.063,0.0,15,0,15,0,190,0,190,0,15,15,5,2,0,8,22,22,0,0,33253,33224,15,15,392,394,204,44,3,20,20,6,3,2,9,22.496,21.836,0.522,0.034,33582,33480,87,15,385,392,188,34,7,15,190,1,0,1,4.143134726391533,5.973809611869261,2216.866666666667,1.4666666666666666,1.0,1.25,1.4666666666666666,0.0004510871199591,0.0004510871199591,0.9991278982347458,0.3333333333333333,0.6666666666666666,1,0,0.6635542936790705,2.0,0.1668860078262886,15.425061,7.3326745,65.8,2216.866666666667,5,15,0.49599999999999866,22,4,3,UPGRADE,2151.0666666666666,32924,10,21.504,-1,33.690982776089164,1,MEDIUM,0.0,1.1145843791894019e-25,1.0,1.0,99.86788021139165,HIGH,True,60.220728126834985,GROWTH
A54114,3,Prime,170,Makati_BGC,57.6,51 - 60,1,3,3,0,3.456,3.456,0.0,0.0,9786,9786,0,0,2187,2187,0,0,4,4,1,0,1,2,4,4,0,0,9494,9494,0,0,1366,1366,0,0,2,5,5,2,0,1,2,3.929,3.865,0.064,0.0,9508,9494,15,0,1347,1366,219,0,2,9783,2187,3,3,1,5.14166355650266,7.220373836723949,2373.5,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.25,0.75,1,0,0.8849501531244677,2.0,0.1669107902483852,15.225742,7.437423,14.0,2373.5,1,4,-0.07100000000000017,4,0,2,UPGRADE,2359.5,9480,3,4.071,2,169.53571428571428,1,MEDIUM,0.0,2.1020185863733206e-128,1.0,1.0,99.86788021139165,HIGH,True,60.220728126834985,GROWTH
A20565,1,Elite,137,Makati_BGC,57.6,31 - 40,1,1,0,1,0.164,0.164,0.0,0.0,231,231,0,0,1094,1094,0,0,17,19,10,3,2,4,13,13,0,0,38129,38129,0,0,2177,2177,0,0,2,18,20,11,3,2,4,12.985,12.985,0.0,0.0,38207,38207,0,0,2172,2172,0,0,2,219,1094,1,0,1,4.927253685157205,7.686162303492906,2006.7894736842104,0.6842105263157895,1.1176470588235294,1.4166666666666667,0.7647058823529411,0.0,0.0,1.0,0.5263157894736842,0.4736842105263157,1,0,0.9600358888552796,2.0,0.1670495875228231,15.653142,5.6937623,78.0,2006.7894736842106,1,19,-0.015000000000000568,13,0,2,UPGRADE,1928.7894736842106,38051,18,13.015,2,25.7280701754386,1,MEDIUM,0.0,8.179124759277355e-20,1.0,1.0,99.86788021139165,HIGH,True,60.220728126834985,GROWTH
A13539,5,Elite,285,Makati_BGC,57.6,31 - 40,4,7,4,3,18.027,18.027,0.0,0.0,24213,24213,0,0,1470,1470,0,0,20,23,15,3,4,1,49,43,3,0,103309,89380,5774,70,1031,1035,962,34,6,21,24,15,3,5,1,49.601,43.095,3.021,0.081,103382,89380,5847,70,1031,1035,961,34,6,6051,365,1,4,1,5.655991810819852,6.939253946041508,4491.695652173913,2.130434782608696,1.15,1.6666666666666667,2.45,0.055890580685129,0.0006775789137442,0.8651714758636712,0.6521739130434783,0.3478260869565217,1,0,0.852915665399804,5.0,0.1671484343788718,14.189605,4.2272687,73.0,4491.695652173913,1,23,0.6009999999999991,49,0,6,UPGRADE,4418.695652173913,103236,22,48.399,6,61.530077427039906,1,MEDIUM,0.0,1.1477876081773095e-47,1.0,1.0,99.86788021139165,HIGH,True,60.220728126834985,GROWTH
A1363,5,Elite,124,Makati_BGC,45.0,51 - 60,4,5,1,4,8.369,8.369,0.0,0.0,13611,13611,0,0,824,824,0,0,4,4,1,1,2,0,2,2,0,0,3714,3714,0,0,779,779,0,0,11,7,7,2,1,3,1,1.933,1.854,0.0,0.079,3787,3714,0,73,749,779,0,45,22,3397,204,1,2,1,4.8283137373023015,6.659293919683638,928.5,0.5,1.0,0.3333333333333333,0.5,0.0,0.0,1.0,0.25,0.75,1,0,0.791800929925937,2.0,0.1668825752487636,15.243756,7.5686393,24.333333333333332,928.5,3,4,-0.06699999999999995,2,11,11,UPGRADE,904.1666666666666,3641,1,2.067,0,38.157534246575345,1,MEDIUM,0.0,1.8242601540471585e-28,1.0,1.0,99.86788021139165,HIGH,True,60.220728126834985,GROWTH
A8250,4,Premium,277,Makati_BGC,83.4,51 - 60,3,4,3,1,12.229,12.229,0.0,0.0,15152,15152,0,0,1867,1867,0,0,35,40,23,7,3,7,107,88,1,1,183946,152048,1021,437,1777,1750,1889,24,1,38,43,24,9,3,7,107.244,88.071,0.56,0.564,184424,152526,1021,437,1776,1748,1889,24,1,5045,612,1,4,1,5.627621113690637,7.48324441607385,4598.65,2.675,1.1428571428571428,2.9166666666666665,3.057142857142857,0.0055505420068933,0.0023756972154871,0.8265904124036402,0.575,0.425,1,0,0.7359155254622589,5.0,0.1671498945201841,13.979524,4.9827538,159.33333333333334,4598.65,3,40,0.24399999999999977,107,0,1,UPGRADE,4439.316666666667,183468,37,106.756,1,28.861820083682005,1,MEDIUM,0.0,1.6307388075254455e-23,1.0,1.0,99.86788021139165,HIGH,True,60.220728126834985,GROWTH
A44974,1,Elite,240,Makati_BGC,57.6,21 - 30,1,1,1,0,0.838,0.838,0.0,0.0,1628,1628,0,0,437,437,0,0,7,10,7,2,1,0,21,15,0,1,32407,22201,175,2105,431,443,1677,58,6,8,11,8,2,1,0,20.983,15.222,0.192,1.272,32480,22201,175,2178,430,443,1677,57,6,1618,437,1,0,1,5.484796933490655,6.068425588244111,3240.7,2.1,1.4285714285714286,0.5833333333333334,3.0,0.0054000678865677,0.0649551022927145,0.6850680408553708,0.7,0.3,1,0,0.6761076840095177,5.0,0.1669369756258941,13.9830065,3.7757967,73.0,3240.7,1,10,-0.01699999999999946,21,0,6,UPGRADE,3167.7,32334,9,21.017,6,44.393150684931506,1,MEDIUM,0.0,5.562588528387388e-34,1.0,1.0,99.86788021139165,HIGH,True,60.220728126834985,GROWTH
A48263,1,Premium,57,Makati_BGC,81.6,41 - 50,1,1,1,0,1.064,0.435,0.0,0.097,1237,606,0,12,895,1094,0,3,9,9,8,0,0,1,4,4,0,0,7127,6529,423,29,971,931,2014,15,1,11,11,9,0,0,2,4.683,3.777,0.567,0.075,7170,6529,467,29,923,931,1143,15,1,1225,889,1,1,1,4.060443010546419,6.879355804460439,791.8888888888889,0.4444444444444444,1.0,0.75,0.4444444444444444,0.0593517609092184,0.0040690332538234,0.9160937280763296,0.8888888888888888,0.1111111111111111,1,0,0.7720576215573072,5.0,0.1668997811780007,15.964966,3.7335978,21.5,791.8888888888889,2,9,0.6829999999999998,4,0,1,UPGRADE,770.3888888888889,7084,7,3.317,1,36.83204134366925,1,MEDIUM,0.0,1.2626038859685604e-27,1.0,1.0,99.86788021139165,HIGH,True,60.220728126834985,GROWTH
A40855,2,Elite,262,Mandaluyong_Pasig,182.4,41 - 50,1,2,0,2,1.48,1.48,0.0,0.0,3826,3826,0,0,543,543,0,0,8,9,1,0,4,4,12,12,0,0,34874,34874,0,0,1862,1862,0,0,1,9,10,2,0,4,4,12.44,12.44,0.0,0.0,34978,34978,0,0,1858,1858,0,0,1,3820,539,2,1,1,5.572154032177765,7.529943370601589,3874.8888888888887,1.3333333333333333,1.125,0.6666666666666666,1.5,0.0,0.0,1.0,0.1111111111111111,0.8888888888888888,1,0,0.7630024527335103,2.0,0.1668616646660167,14.141666,7.869392,104.0,3874.8888888888887,1,9,0.4399999999999995,12,0,1,UPGRADE,3770.8888888888887,34770,8,11.56,1,37.258547008547005,1,MEDIUM,0.0,1.2421359466046178e-28,1.0,1.0,99.86788021139165,HIGH,True,60.220728126834985,GROWTH
A39104,3,Prime,142,Pasay,182.4,Above 60,1,3,1,2,7.211,3.875,0.132,0.0,10206,5495,15,0,326,321,126,0,4,5,4,0,0,1,8,6,1,0,11257,9759,87,0,365,396,160,0,1,5,6,4,1,0,1,8.24,5.746,1.246,0.0,11359,9759,190,0,349,396,168,0,1,10206,321,3,7,1,4.962844630259907,5.902633333401366,2251.4,1.6,1.25,0.3333333333333333,2.0,0.0077285244736608,0.0,0.8669272452696101,0.8,0.2,1,0,0.7606456580550114,5.0,0.1669050553057273,14.993976,3.5589547,102.0,2251.4,1,5,0.2400000000000002,8,0,1,UPGRADE,2149.4,11155,4,7.76,1,22.072549019607845,1,MEDIUM,0.0,1.168031509604955e-16,0.9999999999999998,0.9999999999999998,99.70640046975925,HIGH,True,60.12384028185554,GROWTH
A43800,2,Premium,284,Pasay,96.6,51 - 60,2,2,2,0,2.731,2.731,0.0,0.0,6004,6004,0,0,581,581,0,0,23,38,26,10,2,0,83,75,1,0,193206,176820,73,0,571,574,210,0,31,29,45,31,12,2,0,86.203,76.347,2.244,0.0,195485,179026,146,0,572,585,120,0,43,2989,277,1,1,1,5.652489180268651,6.349138991379798,5084.368421052632,2.1842105263157894,1.6521739130434785,1.9166666666666667,3.608695652173913,0.0003778350568822,0.0,0.9151889692866682,0.6842105263157895,0.3157894736842105,1,0,0.7518169701772599,5.0,0.1669932253030838,13.468861,3.8089745,325.57142857142856,5084.368421052632,7,38,3.203000000000003,83,12,31,UPGRADE,4758.796992481203,190927,31,79.797,19,15.616752499942265,1,MEDIUM,6.947971503854749e-272,3.0597018679782717e-13,0.999999999999694,0.999999999999694,99.67704051673518,HIGH,True,60.10622431004101,GROWTH
A53739,1,Prime,50,QC,267.0,21 - 30,1,1,0,1,0.321,0.0,0.0,0.321,95,0,0,95,7,0,0,7,5,5,4,0,1,0,5,3,0,2,7004,6072,0,767,930,1604,15,18,5,6,6,5,0,1,0,6.002,3.161,0.281,1.6,7091,6072,44,767,859,1604,102,18,5,87,0,1,0,1,3.9318256327243257,6.836259277277067,1400.8,1.0,1.0,0.4166666666666667,1.0,0.0,0.1095088520845231,0.8669331810394061,0.8,0.2,1,0,0.6870099642604944,5.0,0.1668900082825259,16.013643,4.0047917,87.0,1400.8,1,5,1.0019999999999998,5,0,5,UPGRADE,1313.8,6917,4,3.998,5,16.101149425287357,1,MEDIUM,1.3564021099467734e-278,6.076447137280918e-12,0.9999999999939235,0.9999999999939235,99.64768056371109,HIGH,True,60.08860833822483,GROWTH
A33857,4,Prime,163,Makati_BGC,41.4,41 - 50,4,4,2,2,2.955,2.955,0.0,0.0,5887,5887,0,0,875,875,0,0,13,19,12,5,1,1,30,17,4,1,62307,40661,4447,745,968,1062,1305,17,7,17,23,13,8,1,1,30.906,16.948,3.637,0.979,63178,41227,4534,745,962,1053,1285,17,9,1458,204,1,0,1,5.099866427824199,6.876264611890766,3279.315789473684,1.5789473684210529,1.4615384615384617,1.0833333333333333,2.3076923076923075,0.0713723979649156,0.0119569229781565,0.6525912016306354,0.631578947368421,0.3684210526315789,1,0,0.7371895919831977,5.0,0.1672298346709368,14.67952,4.7361474,217.75,3279.315789473684,4,19,0.9059999999999988,30,2,7,UPGRADE,3061.565789473684,61436,15,29.094,5,15.060003625596712,1,MEDIUM,1.2981725638675896e-260,6.5088108402078695e-12,0.9999999999934912,0.9999999999934912,99.61832061068702,HIGH,True,60.07099236641026,GROWTH
A30798,4,Elite,113,Makati_BGC,51.0,41 - 50,4,4,3,1,4.019,3.564,0.0,0.066,2665,2561,0,8,566,608,0,47,38,51,25,6,12,8,32,30,0,0,94701,89668,29,0,545,551,73,0,5,40,53,26,7,12,8,32.92,30.431,0.216,0.45,94978,89668,29,277,538,551,73,14,5,656,131,1,1,1,4.736198448394496,6.302618975744905,1856.8823529411768,0.6274509803921569,1.3421052631578947,3.1666666666666665,0.8421052631578947,0.0003062269669802,0.0,0.9468537819030424,0.4901960784313725,0.5098039215686274,1,0,0.7388067392153526,2.0,0.1670094075720112,15.006834,5.5054445,138.5,1856.8823529411766,2,51,0.9200000000000017,32,0,5,UPGRADE,1718.3823529411766,94424,49,31.08,5,13.407092801019326,1,MEDIUM,1.172220988477252e-230,2.0212654187072616e-11,0.9999999999797873,0.9999999999797873,99.58896065766295,HIGH,True,60.0533763945917,GROWTH
A5691,4,Elite,303,Pasay,96.6,Above 60,3,4,2,2,9.648,9.648,0.0,0.0,19031,19031,0,0,452,452,0,0,4,5,3,1,0,1,12,9,0,0,22710,17053,0,386,420,459,0,19,3,5,6,4,1,0,1,12.268,8.72,0.0,0.482,23039,17382,0,386,420,459,0,19,3,6342,146,1,3,1,5.717027701406222,6.042632833682381,4542.0,2.4,1.25,0.3333333333333333,3.0,0.0,0.0169969176574196,0.7509026860413914,0.6,0.4,1,0,0.6976966053880982,5.0,0.1669178364171397,14.2017765,4.2004776,329.0,4542.0,1,5,0.2680000000000007,12,0,3,UPGRADE,4213.0,22381,4,11.732,3,13.80547112462006,1,MEDIUM,6.284071720395472e-238,7.560799043966362e-11,0.999999999924392,0.999999999924392,99.55960070463887,HIGH,True,60.03576042276063,GROWTH
A54292,2,Premium,391,Makati_BGC,57.6,41 - 50,2,2,1,1,3.786,3.786,0.0,0.0,11314,11314,0,0,547,547,0,0,20,24,5,2,8,9,46,46,0,0,136775,136775,0,0,542,542,0,0,4,21,25,5,2,8,10,45.748,45.748,0.0,0.0,137331,137331,0,0,542,542,0,0,4,5642,262,1,1,1,5.971261839790462,6.297109319933935,5698.958333333333,1.9166666666666667,1.2,1.6666666666666667,2.3,0.0,0.0,1.0,0.2083333333333333,0.7916666666666666,1,0,0.7772008324185625,2.0,0.1668457694493897,13.869426,7.459935,556.0,5698.958333333333,1,24,-0.25200000000000244,46,0,4,UPGRADE,5142.958333333333,136219,23,46.252,4,10.249925059952037,1,MEDIUM,6.242456130486039e-174,6.086392062316557e-09,0.9999999939136079,0.9999999939136079,99.5302407516148,HIGH,True,60.01814444914296,GROWTH
A5156,4,Premium,462,QC,155.4,Above 60,4,4,0,4,8.346,8.346,0.0,0.0,23526,23526,0,0,715,715,0,0,28,39,7,1,7,24,93,81,2,0,267875,238071,2829,117,572,552,1159,73,17,30,42,7,1,9,25,94.311,82.299,2.091,0.069,270585,240781,2829,117,573,553,1159,73,19,5876,175,1,2,1,6.137727054086234,6.35088571671474,6868.589743589743,2.3846153846153846,1.3928571428571428,2.333333333333333,3.321428571428572,0.0105608959402706,0.0004367708819412,0.8887391507232851,0.1794871794871795,0.8205128205128205,1,0,0.6683161422534789,2.0,0.1667930675838947,13.325982,7.293838,903.3333333333334,6868.589743589743,3,39,1.311000000000007,93,2,17,UPGRADE,5965.25641025641,265165,36,91.689,15,7.603604882202667,1,MEDIUM,2.2976816921028864e-126,1.562250841378825e-07,0.9999998437749158,0.9999998437749158,99.50088079859071,HIGH,True,60.000528432286906,GROWTH
A35280,2,Elite,210,Makati_BGC,75.6,31 - 40,1,2,0,2,1.408,0.782,0.004,0.0,3156,1756,0,0,435,437,15,0,8,8,6,2,0,0,11,11,0,0,29535,29535,0,0,485,485,0,0,2,9,9,7,2,0,0,11.489,11.489,0.0,0.0,29925,29925,0,0,500,500,0,0,3,3149,423,2,1,1,5.351858133476067,6.186208623900494,3691.875,1.375,1.0,0.6666666666666666,1.375,0.0,0.0,1.0,0.75,0.25,1,0,0.7673395841753448,5.0,0.1669373499949415,14.973034,3.5598953,390.0,3691.875,1,8,0.48900000000000077,11,1,2,UPGRADE,3301.875,29145,7,10.511,1,9.466346153846153,1,MEDIUM,1.6610205470854703e-158,1.9295418767035404e-07,0.9999998070458124,0.9999998070458124,99.47152084556666,HIGH,True,59.982912449453735,GROWTH
